PreviousPurchases,Marketing_Efficiency,EmailOpens,TimeOnSite_Standard,ClickThroughRate,AdSpend_Standard,PagesPerVisit,ConversionRate,EmailClicks,Conversion
4,0.16688619344079672,6,-0.07826849230566196,0.043918510735383,0.5274836785235644,2.399016527783845,0.088031412072881,9,1
2,-0.47044519979843336,2,-0.5617775372357415,0.1557250710553343,-0.3884180071389401,2.9171377546565185,0.18272468252179,7,1
8,-0.0627812605076818,11,1.4350164087241752,0.2774903687332632,-1.2172955316856588,8.223619097965173,0.0764227200769893,2,1
0,-0.05597887656033901,2,1.6463387563419083,0.1376112536017239,-1.5721063352086295,4.540938973132648,0.0880041866896052,2,1
8,-0.09389306097058532,6,1.4819584849933813,0.2528511065638809,-1.1709176479436172,2.046847118073755,0.1099401031792947,6,1
0,0.09998810243827758,5,0.005939771217600891,0.1537946791446816,1.6133432143954962,2.1258497188974825,0.1613161264701013,8,1
6,0.07517157862969871,14,0.7026929521311958,0.0409753864012685,0.8111585478833584,1.753994644846414,0.0609768202791524,3,1
0,1.6581836444359015,9,-1.1210861871127034,0.0528779285572571,0.11393752655706524,2.6260147804299696,0.1889459248608511,3,1
5,0.07227973069923779,4,1.5515075338852484,0.0235359683143721,1.5576190936330154,5.472842819871711,0.1125850114170922,8,1
8,0.39227972685922824,8,-0.7366225391690785,0.0666412747669137,0.43280787968631435,1.1356646981040013,0.1697856796231377,4,1
6,0.13657147364989122,16,-1.0484971574480901,0.2691480889624259,0.8044589635428196,2.054180721644969,0.1098675118566435,5,1
5,-0.2114614951306662,18,-1.503190199460627,0.1985574333235444,-0.7409425612390457,9.16410933538071,0.1566787071906025,6,1
4,0.06032700683443477,16,0.17802132798690956,0.2242685111160442,0.32770297648288393,8.889232340428132,0.0197699429720159,5,1
2,-0.13196664584014747,8,1.5433012910745851,0.190281822934065,-1.2264590810490372,8.497723392296296,0.1618503715197726,1,1
1,-0.3467736734100398,16,-1.2444999594095618,0.1220963947201208,-0.31592871028326236,7.356534606290646,0.109552291663889,8,1
1,-0.05921046147446726,0,-1.2951131530085656,0.0728897285108404,-1.6110253405337709,6.95369491204816,0.0953889617554506,1,0
8,-0.0321292571681077,7,-0.7746187704193478,0.2784282293628509,-0.9712692013247846,3.479642300460536,0.0312058366562549,8,1
2,-0.10294554670754287,18,0.5724975509661985,0.1593006366518262,-1.4658032005674715,4.0149507927033445,0.1508968823926174,5,1
6,-0.09332388148181782,8,0.16924916574830393,0.1495189655503024,-0.37420247272296464,3.1222196163658817,0.0349210939757863,4,1
3,0.03833674400100672,7,-1.3795602549964991,0.2988701856921282,1.2139789718213014,9.822822688497828,0.0465403844327586,7,1
6,-0.0832739429914868,5,-0.19261436368849322,0.1213396966326582,-0.4085461802588242,6.708743067769062,0.0340204185848331,1,1
5,0.009580164192059138,14,-1.479959354860701,0.2576963413187493,1.1742251425374357,9.69190632380631,0.0112493654655946,0,1
9,0.24103740388411812,14,1.2121424049763174,0.2600797774918882,0.5632370978572065,3.4460780379605,0.1357636182127649,6,1
3,1.2160772791792964,5,-1.342161580277605,0.0774743610037607,0.050529854299459845,6.5908820051354216,0.0614603685066052,5,1
2,-0.04263904095191103,14,-0.09316389102288063,0.037503510781547,-0.9005787367490188,7.830556785210321,0.0383993872462522,3,1
3,0.04751308619687958,17,0.04115555011685086,0.2929298335576006,1.4899957509287336,1.852651784450584,0.0707947716777232,3,1
1,-0.06816211387759723,5,0.10858982619261415,0.1335100905993144,-1.537903786306438,7.002648583172598,0.1048260913938686,5,0
1,0.156208975840141,17,0.3796228898186559,0.0106438933829566,0.6763171982279129,2.52165310818842,0.1056483789680143,6,1
3,0.1811876478690189,17,0.6966080923662071,0.1547151718103979,0.4402365759737451,3.9527420104793984,0.0797672415830722,1,1
2,-0.552263228747312,18,-1.6945612795014373,0.1895971054867606,-0.188393231188245,7.445377034619436,0.1040371314978715,6,1
4,-0.10262694290092605,19,-1.6034847836524553,0.2350655917599299,-0.8886156078771289,4.960582617824441,0.0911948769810488,9,1
0,-0.7408706991559737,12,0.38784175409871885,0.2834532142848552,-0.22448425322193802,9.29045667982302,0.1663063969270523,6,1
6,0.01185876994522148,10,-1.0848411730225813,0.2753994823941842,1.3177197388774538,3.170819821328504,0.0156266538233245,5,1
3,0.14673510781358215,14,1.1433511437490587,0.2826393878159118,1.1921091045404837,2.384030881810251,0.1749257253313789,2,1
5,0.036185765815368684,5,0.4425783171721522,0.0193162929952471,1.5570635428517208,4.034547735123173,0.0563438985789388,7,1
1,-0.22524926906801562,10,1.652830772336232,0.2164144988108356,-0.6532357417113217,8.667309012438816,0.1471386208568876,0,1
3,-0.23093463714346696,3,0.7872233431005199,0.0754988092136491,-0.37655605727539343,8.626820998058339,0.0869575271046961,7,1
4,-0.03967340684687023,14,-1.3983972492514576,0.0643902792896396,-1.6616586582651494,4.323750219686711,0.0659232632559093,6,1
5,0.0812238401405752,15,-1.1231359292034158,0.2420923848937826,1.5625361767176087,8.28858086225458,0.126916000869978,1,1
0,-0.27010268431422435,13,-1.549865305907775,0.1309676098601351,-0.5778940739042954,1.700094274755053,0.1560880395839898,0,1
3,-0.3011926867464128,4,0.8323959828020258,0.2758140219768774,-0.3170426846948981,1.0684143982270011,0.0954879260896847,7,1
1,0.06850648710082057,14,-1.2745598901287754,0.0223061763307549,1.4399299875411176,8.783242758213401,0.0986452301824413,3,1
9,0.19242030653953301,9,0.5669197247710109,0.2426324405512773,0.11007574140020444,8.866645175813446,0.0211827321058591,9,1
0,0.7477743101030893,5,0.1952597255821025,0.0496819792719527,0.24813871788482386,2.290589950043227,0.1855592363192903,9,0
8,-0.15367153411292883,15,0.4624216929823847,0.0612073884538454,-1.1121897755932602,3.679429010942673,0.1709103723247892,8,1
0,6.783612067079601,15,0.0350040140814776,0.1484319975021047,0.01261139237716201,8.655366185211038,0.0856186296330627,3,1
1,0.1052275839011464,18,-1.66482462362433,0.1247210828531118,1.47622475462895,1.75390254497437,0.1553406165005061,7,1
8,0.31297434490459813,2,-0.8410820223997786,0.1509899687773146,0.22212655693024755,8.767835076942303,0.0695230433846072,7,1
7,-0.1777559235488985,19,1.3255864485779136,0.282607691389006,-0.8370011826398268,6.172143151518968,0.1487801406724272,0,1
9,-0.06684676528759924,17,1.4774702231763313,0.2006427913134362,-1.618209858763223,6.9154947914736224,0.1081714261471714,4,1
9,-0.17614760479345587,18,-1.3761210011418414,0.0941897207341801,-0.5537823736642977,6.35337051034278,0.0975456772217527,3,1
9,0.07666128359201387,1,1.557585071310395,0.060143526572175,0.2705225101183436,6.242790971738998,0.0207393694790417,3,1
3,-0.12255467180778613,8,0.5900985710400933,0.1318134197879707,-1.5783273524960224,2.6655497892374544,0.1934301651436839,8,1
1,0.42243963017764014,0,1.4544544994685291,0.1409758979076439,0.40030212082490535,3.1245225954937443,0.1691077042768998,2,1
7,1.6240658803978811,3,-0.3336935725474683,0.1843753788708597,0.09896611596768727,6.220482931936546,0.1607437329174248,7,1
2,0.06752401386232058,3,-1.3605670980426612,0.0871407840265326,1.006062857172311,4.612648727456795,0.0679340775542076,8,1
9,-0.039984143691214634,5,-0.6722272438778847,0.2325776816580768,-1.6262080134589214,5.871602254502379,0.0650221350405093,7,1
0,0.11925920981420028,5,0.6557932904007245,0.0385534711890206,0.99703407347855,3.28029404835394,0.1189066883529833,3,1
1,1.8949200561195603,18,1.017748446579734,0.1725314754441897,0.0901164445069511,5.174403874861278,0.1707824072829682,1,1
3,-0.43184436763088097,7,-1.5376101837868474,0.1908241794407922,-0.4343780530120458,2.290642000944768,0.1875793971720439,9,1
0,0.03723570425442944,7,-0.039479840118798855,0.0699811585088921,1.640794603130748,1.3455584162298455,0.061096514941483,6,1
5,-0.10733456372971327,19,-1.4887581665632914,0.2495432916448901,-1.1684016876626067,9.5600473730827,0.1254088120606893,2,1
3,0.9137937370894746,12,1.2523018942870365,0.1884753163102265,0.16145043247100058,7.507496310873257,0.1475415319797584,5,1
5,-0.08730722100999093,8,-0.07587717523814581,0.1972594422479121,-0.6072279021566364,5.4825747038521495,0.0530145075848125,2,1
4,0.772366341348456,18,1.4279243293934536,0.1543456166713971,0.11317338858427956,5.959106045055914,0.0874190397422606,3,1
3,0.22848768176808218,6,-1.4400169533633076,0.2737823229811381,0.19965114432329298,5.600563890887185,0.0456201120055917,1,1
6,-0.10091792979694321,19,-0.5761423630143016,0.2112389986314111,-1.4149415692790663,9.089285251272324,0.1427919647759835,4,1
6,0.3005044803445481,7,0.6107183626275262,0.1207323138197711,0.5794128949396976,7.962747094633628,0.1741191759435875,9,1
3,0.36331583056850153,10,-0.7026377340516259,0.079195707457385,0.4864304809674058,3.926284369811056,0.1767315273648144,6,1
3,0.14343522888542176,2,1.1766638718895235,0.0306078856988113,0.9573342065847374,2.963681280420248,0.1373168853936143,1,1
3,-0.05384449762102962,16,1.6748929943689046,0.0579546427823042,-1.4107195764500609,1.598763606256834,0.075958948433129,4,1
7,-0.1965250984306114,4,-0.7450492613845446,0.2978780561042613,-0.6899863576517672,2.330102106363525,0.1355976716023083,5,1
4,0.32203789586050047,5,-0.4711709604904355,0.1279623998375756,0.540953285382785,5.410550208628478,0.1742106781624555,5,1
4,-0.10313138594310511,14,1.608057285455879,0.2706192959104479,-1.2499942532797583,2.82313265438108,0.1289126084477988,1,1
8,0.13888478217131084,8,-0.4815170973362724,0.0594651134967266,0.636845005086981,3.811545261830956,0.0884494686562144,1,1
9,-0.12146970844670986,18,0.19727894136123855,0.1333546526888464,-1.5210684185905676,2.1999620146035177,0.1847625226366098,1,1
5,-0.30201488435944923,5,0.9286491854467145,0.2885503554397001,-0.5585624471052881,9.305327352529856,0.168691152721191,2,1
3,0.14481647794952804,7,-0.2061799237088049,0.0364283529115969,1.2268027091794336,1.3035253466503771,0.1776626956470842,1,1
6,0.18642118504370433,11,-0.4316279029836314,0.1822554423056258,0.9741629940997871,4.166296478614447,0.1816064839976559,8,1
7,0.16240540184168273,15,-0.009859886120788716,0.2765598512019276,0.5222899819805785,3.32339204655476,0.0848243384554595,9,1
6,0.13234879132177677,19,0.9638988937419344,0.2854081781567327,1.3096461721140071,1.0747242000011377,0.1733314114263937,4,1
5,0.1583832648041754,2,-0.6389296502806409,0.2553421683624149,0.7473318210138579,9.35738226802263,0.1183664375368725,8,1
1,0.20321407791665125,15,-0.506393748911407,0.2582209853844433,0.08487685996618215,3.8224671744173855,0.0172502049752676,7,1
4,0.0773645850968624,14,-1.060843685484409,0.199133056694065,1.6908012100006258,5.5204757639096895,0.1308089077388223,4,1
5,0.14262419339408344,10,0.6967283984020608,0.0739227013475478,0.6970498272991054,6.243458476858796,0.099417595615954,6,1
1,0.16790528343847502,5,1.3752074166687192,0.2218967779006267,0.3709097469560708,6.494317814415807,0.0622793852455865,1,1
8,-0.646588082402524,1,-1.072502055612452,0.2937314946930297,-0.3006230207143743,5.14234655283277,0.1943727966089375,9,1
9,0.014399437184985164,6,-1.5908805876714234,0.1625207192551151,1.4211193686535903,6.344464544386568,0.020463463075665,9,1
3,-0.2728238436378977,15,-0.40191866682837896,0.0856022341323013,-0.6953916855030526,7.765849037611107,0.1897167042343426,6,1
